Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1822171,2015-03-01 17:03:10,2015-03-01 16:54:33,25526766,5156406732,25526766,202,2649,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/822/SRR1822171/SRR1822171.sralite.1,SRX847422,Cp173,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822895,SAMN03274569,simple,3649,Carica papaya,Cp173,,,,,male,,no,,,,,UIUC,SRA222207,,public,A18ED9011E59AC281EB8C6EB5F3BB26D,3E0D3380139E81BC2D9F01F3B97E9FD2
SRR1765886,2015-02-12 00:00:00,2015-02-10 01:37:36,25526766,5156406732,25526766,202,3104,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765886/SRR1765886.sralite.1,SRX847422,Cp173,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822895,SAMN03274569,simple,3649,Carica papaya,Cp173,,,,,male,,no,,,,,UIUC,SRA222207,,public,1546808A2EE88224AE63B6B0EB36AE5D,3E0D3380139E81BC2D9F01F3B97E9FD2
SRR1766336,2015-02-12 00:00:00,2015-02-10 01:27:53,22674546,4580258292,22674546,202,2781,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/766/SRR1766336/SRR1766336.sralite.1,SRX847785,Cp185,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS823242,SAMN03274572,simple,3649,Carica papaya,Cp185,,,,,male,,no,,,,,UIUC,SRA222207,,public,A7C954459E0FF2EFDEB7C1BCEFC57A4C,611832A4F241E65300F961781F3B249B
SRR1822175,2015-02-28 16:38:10,2015-02-28 16:30:55,22674546,4580258292,22674546,202,2365,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/822/SRR1822175/SRR1822175.sralite.1,SRX847785,Cp185,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS823242,SAMN03274572,simple,3649,Carica papaya,Cp185,,,,,male,,no,,,,,UIUC,SRA222207,,public,09D62441D95FE70CECB7EA8A455F6F06,611832A4F241E65300F961781F3B249B
SRR1765887,2015-02-12 00:00:00,2015-02-08 19:10:53,20800737,4201748874,20800737,202,2593,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765887/SRR1765887.sralite.1,SRX847423,Cp242,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822896,SAMN03274570,simple,3649,Carica papaya,Cp242,,,,,male,,no,,,,,UIUC,SRA222207,,public,4DFE75C424C44A7D7B1FCFD41C000359,15381C9731D72CDE51E708E85B0DCB9E
SRR1822173,2015-02-28 13:33:13,2015-02-28 13:25:52,20800737,4201748874,20800737,202,2219,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/822/SRR1822173/SRR1822173.sralite.1,SRX847423,Cp242,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822896,SAMN03274570,simple,3649,Carica papaya,Cp242,,,,,male,,no,,,,,UIUC,SRA222207,,public,2926FEF7AB89E23921306A270E1DE970,15381C9731D72CDE51E708E85B0DCB9E
SRR1822174,2015-02-28 13:45:11,2015-02-28 13:31:55,38109972,7698214344,38109972,202,3868,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/822/SRR1822174/SRR1822174.sralite.1,SRX847784,Cp245,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS823241,SAMN03274571,simple,3649,Carica papaya,Cp245,,,,,male,,no,,,,,UIUC,SRA222207,,public,82AE88AD77BC337CFB5A4F8C1D9CB856,695AC7F511988D0A6D7E06EFE0A99356
SRR1766335,2015-02-12 00:00:00,2015-02-09 23:27:13,38109972,7698214344,38109972,202,4595,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/766/SRR1766335/SRR1766335.sralite.1,SRX847784,Cp245,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS823241,SAMN03274571,simple,3649,Carica papaya,Cp245,,,,,male,,no,,,,,UIUC,SRA222207,,public,06D2A04B02D6A11C601169ACE8EC43D0,695AC7F511988D0A6D7E06EFE0A99356
SRR1765882,2015-02-12 00:00:00,2015-02-10 00:14:42,52530869,10611235538,52530869,202,6801,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765882/SRR1765882.sralite.1,SRX847413,Cp125,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822886,SAMN03274565,simple,3649,Carica papaya,Cp125,,,,,male,,no,,,,,UIUC,SRA222207,,public,28F0114E195ED6D748BA78DFB3C71D34,8B494A28A60CA0C7DF31312204135557
SRR1822135,2015-02-27 21:40:11,2015-02-27 21:25:04,52530869,10611235538,52530869,202,5797,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/822/SRR1822135/SRR1822135.sralite.1,SRX847413,Cp125,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822886,SAMN03274565,simple,3649,Carica papaya,Cp125,,,,,male,,no,,,,,UIUC,SRA222207,,public,3B8F896847E795B757E1B987AE875937,8B494A28A60CA0C7DF31312204135557
SRR1822136,2015-03-01 17:16:10,2015-03-01 17:03:21,45642555,9219796110,45642555,202,4972,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/822/SRR1822136/SRR1822136.sralite.1,SRX847415,Cp128,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822888,SAMN03274566,simple,3649,Carica papaya,Cp128,,,,,male,,no,,,,,UIUC,SRA222207,,public,B0B611DF0B2343637D4FE7FFCC16D6C9,FD178912126787576B0301AF664F89EA
SRR1765883,2015-02-12 00:00:00,2015-02-07 15:22:01,45642555,9219796110,45642555,202,5862,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765883/SRR1765883.sralite.1,SRX847415,Cp128,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822888,SAMN03274566,simple,3649,Carica papaya,Cp128,,,,,male,,no,,,,,UIUC,SRA222207,,public,207324D06FCDA0CA6A8B4D8DBBEF302D,FD178912126787576B0301AF664F89EA
SRR1765884,2015-02-12 00:00:00,2015-02-10 01:42:18,46838557,9461388514,46838557,202,6049,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765884/SRR1765884.sralite.1,SRX847420,Cp221,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822893,SAMN03274567,simple,3649,Carica papaya,Cp221,,,,,male,,no,,,,,UIUC,SRA222207,,public,316822061AB3602F5C60B6A19DC8DC29,0527899F825D3B3279A3BB02F4CD4E64
SRR1822169,2015-02-27 21:41:12,2015-02-27 21:27:10,46838557,9461388514,46838557,202,5158,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/822/SRR1822169/SRR1822169.sralite.1,SRX847420,Cp221,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822893,SAMN03274567,simple,3649,Carica papaya,Cp221,,,,,male,,no,,,,,UIUC,SRA222207,,public,F4B71005EA2AB45BC45EC98E10589A2A,0527899F825D3B3279A3BB02F4CD4E64
SRR1765880,2015-02-12 00:00:00,2015-02-02 21:10:41,40331523,8146967646,40331523,202,5272,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765880/SRR1765880.sralite.1,SRX847410,Cp82,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822884,SAMN03274563,simple,3649,Carica papaya,Cp82,,,,,male,,no,,,,,UIUC,SRA222207,,public,4444773D93B312D59115A7FD80C2CBA8,A36EE9C9C9EAA250A7EFBB4316BEAC47
SRR1822133,2015-02-27 20:41:11,2015-02-27 20:27:29,40331523,8146967646,40331523,202,4664,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/822/SRR1822133/SRR1822133.sralite.1,SRX847410,Cp82,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822884,SAMN03274563,simple,3649,Carica papaya,Cp82,,,,,male,,no,,,,,UIUC,SRA222207,,public,0BA30CE01EE7B2E10E496B579781C040,A36EE9C9C9EAA250A7EFBB4316BEAC47
SRR1822134,2015-02-27 20:45:11,2015-02-27 20:30:45,39844156,8048519512,39844156,202,4498,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/822/SRR1822134/SRR1822134.sralite.1,SRX847411,Cp96,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822885,SAMN03274564,simple,3649,Carica papaya,Cp96,,,,,male,,no,,,,,UIUC,SRA222207,,public,F571FCB89ECC6871FF4113CE86AF4BD2,907977E5EEBA850EB458C6E9F91D5258
SRR1765881,2015-02-12 00:00:00,2015-02-05 22:13:31,39844156,8048519512,39844156,202,5155,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765881/SRR1765881.sralite.1,SRX847411,Cp96,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822885,SAMN03274564,simple,3649,Carica papaya,Cp96,,,,,male,,no,,,,,UIUC,SRA222207,,public,E7DA36D723FB1335D729E2F872967C91,907977E5EEBA850EB458C6E9F91D5258
SRR1740597,2015-02-12 00:00:00,2015-01-18 16:50:18,37729972,7621454344,37729972,202,4741,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/740/SRR1740597/SRR1740597.sralite.1,SRX828828,Cp112,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS807810,SAMN03274557,simple,3649,Carica papaya,Cp112,,,,,male,,no,,,,,UIUC,SRA222207,,public,AA2E031C2CB9D4E35F39FAA10ECE1EEE,3F266D6E56F1587FA54EAE6E13AF0E0B
SRR1821887,2015-02-27 19:29:13,2015-02-27 19:16:10,37729972,7621454344,37729972,202,4028,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/821/SRR1821887/SRR1821887.sralite.1,SRX828828,Cp112,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS807810,SAMN03274557,simple,3649,Carica papaya,Cp112,,,,,male,,no,,,,,UIUC,SRA222207,,public,2DE1FDDD90ED4F180498B9BB71BD86A6,3F266D6E56F1587FA54EAE6E13AF0E0B
SRR1821888,2015-02-27 19:27:13,2015-02-27 19:14:38,38088943,7693966486,38088943,202,3987,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/821/SRR1821888/SRR1821888.sralite.1,SRX829703,Cp203,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS808470,SAMN03274558,simple,3649,Carica papaya,Cp203,,,,,male,,no,,,,,UIUC,SRA222207,,public,00A532A77E608A134F0EEB78100E2523,15E38A44CDAA2E5A561F1A1D4AA2F444
SRR1741604,2015-02-12 00:00:00,2015-01-20 16:36:41,38088943,7693966486,38088943,202,4737,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/741/SRR1741604/SRR1741604.sralite.1,SRX829703,Cp203,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS808470,SAMN03274558,simple,3649,Carica papaya,Cp203,,,,,male,,no,,,,,UIUC,SRA222207,,public,94A5B654715C78FE7EC1779ED96855CA,15E38A44CDAA2E5A561F1A1D4AA2F444
SRR1765875,2015-02-12 00:00:00,2015-01-21 06:42:53,29190589,5896498978,29190589,202,3931,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765875/SRR1765875.sralite.1,SRX847407,Cp54,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822881,SAMN03274560,simple,3649,Carica papaya,Cp54,,,,,male,,no,,,,,UIUC,SRA222207,,public,A09DA03E24FCDD9FCC5DB16C7962D599,F81C48B46A830E399F80E82B8C5077BB
SRR1822119,2015-02-27 20:27:12,2015-02-27 20:11:22,29190589,5896498978,29190589,202,3399,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/822/SRR1822119/SRR1822119.sralite.1,SRX847407,Cp54,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822881,SAMN03274560,simple,3649,Carica papaya,Cp54,,,,,male,,no,,,,,UIUC,SRA222207,,public,3BE83E088815FC9CD1B2A9178495CFAA,F81C48B46A830E399F80E82B8C5077BB
SRR1822120,2015-02-27 20:29:13,2015-02-27 20:21:00,25835569,5218784938,25835569,202,3022,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/822/SRR1822120/SRR1822120.sralite.1,SRX847408,Cp57,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822882,SAMN03274561,simple,3649,Carica papaya,Cp57,,,,,male,,no,,,,,UIUC,SRA222207,,public,6DB2D847EE8CD5FF77C8CF3DEB5C6E54,5513BEC5DA91133722D33FCD77DF2E5E
SRR1765876,2015-02-12 00:00:00,2015-01-21 06:46:44,25835569,5218784938,25835569,202,3480,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765876/SRR1765876.sralite.1,SRX847408,Cp57,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822882,SAMN03274561,simple,3649,Carica papaya,Cp57,,,,,male,,no,,,,,UIUC,SRA222207,,public,178B34C3233DF981A46C3EB3543C6A0D,5513BEC5DA91133722D33FCD77DF2E5E
SRR1765878,2015-02-12 00:00:00,2015-02-10 01:53:45,17529174,3540893148,17529174,202,2339,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/765/SRR1765878/SRR1765878.sralite.1,SRX847409,Cp66,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822883,SAMN03274562,simple,3649,Carica papaya,Cp66,,,,,male,,no,,,,,UIUC,SRA222207,,public,9236728E58C7C72C15CAC4B295C039D2,E21B3B284A2306A54622A0E8A0B56F59
SRR1822121,2015-02-27 20:15:12,2015-02-27 20:09:11,17529174,3540893148,17529174,202,2041,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/822/SRR1822121/SRR1822121.sralite.1,SRX847409,Cp66,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS822883,SAMN03274562,simple,3649,Carica papaya,Cp66,,,,,male,,no,,,,,UIUC,SRA222207,,public,90CE57370F230B364E815BAA5DD6065A,E21B3B284A2306A54622A0E8A0B56F59
SRR1738103,2015-02-12 00:00:00,2015-01-05 22:28:37,30596007,6180393414,30596007,202,3745,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/738/SRR1738103/SRR1738103.sralite.1,SRX826461,Cp11,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS805984,SAMN03274555,simple,3649,Carica papaya,Cp11,,,,,male,,no,,,,,UIUC,SRA222207,,public,BB948EC73A4632BF68F99F87E11F80D0,45F8B1044CAB5D6D8F6083D15F4C353B
SRR1821885,2015-02-27 18:38:13,2015-02-27 18:25:36,30596007,6180393414,30596007,202,3210,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/821/SRR1821885/SRR1821885.sralite.1,SRX826461,Cp11,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS805984,SAMN03274555,simple,3649,Carica papaya,Cp11,,,,,male,,no,,,,,UIUC,SRA222207,,public,BA02A6D108B1000E87DE339FBD54776E,45F8B1044CAB5D6D8F6083D15F4C353B
SRR1821886,2015-02-27 18:54:10,2015-02-27 18:33:42,45068687,9103874774,45068687,202,4654,assembly,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/821/SRR1821886/SRR1821886.sralite.1,SRX828825,Cp44,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS807808,SAMN03274556,simple,3649,Carica papaya,Cp44,,,,,male,,no,,,,,UIUC,SRA222207,,public,5B4015F18453E7F2EF9B0E347E9A8975,E3F918533AD2199FB94EF7E9A558BC24
SRR1740586,2015-02-12 00:00:00,2015-01-16 19:05:01,45068687,9103874774,45068687,202,5503,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR001/740/SRR1740586/SRR1740586.sralite.1,SRX828825,Cp44,WGS,size fractionation,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP051664,PRJNA271489,2,271489,SRS807808,SAMN03274556,simple,3649,Carica papaya,Cp44,,,,,male,,no,,,,,UIUC,SRA222207,,public,CB865A58E33254C61D0A0722E05C3397,E3F918533AD2199FB94EF7E9A558BC24
SRR13480995,2021-01-19 07:38:07,2021-01-19 07:04:09,24372353,12234921206,24372353,502,6495,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13480/SRR13480995/SRR13480995.lite.1,SRX9893726,GuangHuang,WGS,DNase,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP302298,PRJNA693144,,693144,SRS8072961,SAMN17378246,simple,3649,Carica papaya,GuangHuang,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1185097,,public,52FD425A58D5FB2132969000259CC2A2,0E2B909B566A59D80DB36F6D799B1FA8
SRR13480994,2021-01-19 06:59:40,2021-01-19 06:52:42,27190371,13649566242,27190371,502,7097,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR013/13480/SRR13480994/SRR13480994.lite.1,SRX9893727,GuangMi,WGS,DNase,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP302298,PRJNA693144,,693144,SRS8072962,SAMN17378247,simple,3649,Carica papaya,GuangMi,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1185097,,public,811A842E75A2CE8CBC705E541971DE4C,4D852903D970362FBB58E9375E38A1A6
SRR13480993,2021-01-19 06:55:42,2021-01-19 06:49:03,20385855,10233699210,20385855,502,5607,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR013/13480/SRR13480993/SRR13480993.lite.1,SRX9893728,GuoGu,WGS,DNase,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP302298,PRJNA693144,,693144,SRS8072963,SAMN17378248,simple,3649,Carica papaya,GuoGu,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1185097,,public,7A66A176F655517CAD286B1D2E4DC625,DB6C1161FE0433A487CD81A6BC66726A
SRR13480992,2021-01-19 07:08:45,2021-01-19 07:01:48,28277465,14195287430,28277465,502,7486,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13480/SRR13480992/SRR13480992.lite.1,SRX9893729,Heriloom,WGS,DNase,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP302298,PRJNA693144,,693144,SRS8072964,SAMN17378249,simple,3649,Carica papaya,Heriloom,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1185097,,public,C4D1915DF921468C2AB3F4DC6CACB48F,426E80B8777EB0273F6348C7E49285D2
SRR13480991,2021-01-19 06:50:21,2021-01-19 06:44:53,25177134,12638921268,25177134,502,6679,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13480/SRR13480991/SRR13480991.lite.1,SRX9893730,HongFei,WGS,DNase,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP302298,PRJNA693144,,693144,SRS8072965,SAMN17378250,simple,3649,Carica papaya,HongFei,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1185097,,public,5C196D1C9A3DCF5CBCB6854621696C25,31345A1F25F135195EF2C5FB673B949F
SRR13481000,2021-01-19 06:53:39,2021-01-19 06:48:38,22296800,11192993600,22296800,502,5957,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR013/13481/SRR13481000/SRR13481000.lite.1,SRX9893721,You5,WGS,DNase,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP302298,PRJNA693144,,693144,SRS8072956,SAMN17378270,simple,3649,Carica papaya,You5,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1185097,,public,0CF00C938738B6D4FD2623BE2B25F72B,9F14708E6181BA4E7A9C7969EDA6CCC5
SRR13480999,2021-01-19 06:47:40,2021-01-19 06:42:36,16253995,8159505490,16253995,502,4721,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13480/SRR13480999/SRR13480999.lite.1,SRX9893722,CX10H2,WGS,DNase,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP302298,PRJNA693144,,693144,SRS8072957,SAMN17378244,simple,3649,Carica papaya,CX10H2,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1185097,,public,3BC3B661507F16FE0257252923AD42D2,BA84147147462A51B6F067E6119E01FC
SRR13480998,2021-01-19 06:53:39,2021-01-19 06:48:56,21924827,11006263154,21924827,502,5894,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR013/13480/SRR13480998/SRR13480998.lite.1,SRX9893723,ZhongZhi1,WGS,DNase,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP302298,PRJNA693144,,693144,SRS8072958,SAMN17378271,simple,3649,Carica papaya,ZhongZhi1,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1185097,,public,0E43FC388BDEB24317A10F8BA89C9E9C,7E8509130A4CF8D77DA239922EDE1F56
SRR13480997,2021-01-19 06:49:35,2021-01-19 06:45:54,20902356,10492982712,20902356,502,5647,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13480/SRR13480997/SRR13480997.lite.1,SRX9893724,ZhongZhi2,WGS,DNase,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP302298,PRJNA693144,,693144,SRS8072959,SAMN17378272,simple,3649,Carica papaya,ZhongZhi2,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1185097,,public,11FF5D6DE77F713669924D3EAFABD3F2,3034EA502FE726C17A5F4A1B6F5F76D3
SRR13480996,2021-01-19 06:51:36,2021-01-19 06:48:16,20710950,10396896900,20710950,502,5523,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-922/SRR013/13480/SRR13480996/SRR13480996.lite.1,SRX9893725,Golden,WGS,DNase,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP302298,PRJNA693144,,693144,SRS8072960,SAMN17378245,simple,3649,Carica papaya,Golden,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1185097,,public,1710287B7C69C6B6CEE9BD91F8BD3D92,A83FBEF2D31641BC6913B341759DFB48
SRR13481005,2021-01-19 07:03:40,2021-01-19 06:59:20,23373280,11733386560,23373280,502,6173,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR013/13481/SRR13481005/SRR13481005.lite.1,SRX9893716,THA1,WGS,DNase,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP302298,PRJNA693144,,693144,SRS8072951,SAMN17378265,simple,3649,Carica papaya,THA1,,,,,,,no,,,,,FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY,SRA1185097,,public,1DC999A895F85A2AA824CAD5FA465AAA,7CF2C7D7E7F9532979803013F04528CB
